job_id,num_gpu,submit_time,iterations,model_name,duration,interval
631,1,22618,0,inception3,4,0
632,1,22623,0,inception3,3,0
633,1,22627,0,inception3,7,0
634,1,22636,0,inception3,3,0
635,1,22640,0,inception3,8,0
636,1,22649,0,inception3,23,0
637,1,22673,0,inception3,3,0
638,1,22678,0,inception3,7,0
639,1,22686,0,inception3,7,0
640,1,22694,0,alexnet,15,0
641,1,22710,0,alexnet,3,0
642,1,22715,0,alexnet,6,0
643,1,22726,0,alexnet,4,0
644,1,22731,0,alexnet,3,0
645,1,22736,0,alexnet,3,0
646,1,22741,0,alexnet,3,0
647,1,22749,0,alexnet,7,0
648,1,22757,0,alexnet,7,0
649,1,22771,0,alexnet,3,0
650,1,22775,0,inception3,3,0
651,1,22779,0,inception3,4,0
652,1,22784,0,inception3,3,0
653,1,22788,0,inception3,5,0
654,1,22794,0,inception3,8,0
655,1,22806,0,inception3,3,0
656,1,22810,0,inception3,10,0
657,1,22821,0,inception3,3,0
658,1,22825,0,inception3,8,0
659,1,22834,0,inception3,3,0
660,1,22839,0,vgg11,3,0
661,1,22843,0,vgg11,3,0
662,1,22847,0,vgg11,4,0
663,1,22852,0,vgg11,6,0
664,1,22860,0,vgg11,3,0
665,1,22870,0,alexnet,3,0
666,1,22874,0,alexnet,3,0
667,1,22878,0,alexnet,3,0
668,1,22883,0,alexnet,6,0
669,1,22891,0,alexnet,7,0
670,1,22899,0,alexnet,15,0
671,1,22917,0,alexnet,7,0
672,1,22926,0,alexnet,8,0
673,1,22936,0,alexnet,3,0
674,1,22940,0,vgg16,4,0
675,1,22946,0,vgg16,4,0
676,1,22951,0,vgg16,3,0
677,1,22955,0,vgg16,7,0
678,1,22965,0,vgg16,4,0
679,1,22970,0,vgg16,3,0
680,1,22974,0,inception3,8,0
681,1,22983,0,inception3,6,0
682,1,22991,0,inception3,7,0
683,1,22999,0,inception3,13,0
684,1,23013,0,inception3,3,0
685,1,23024,0,inception3,10,0
686,1,23039,0,inception3,9,0
687,1,23050,0,resnet152,3,0
688,1,23054,0,resnet152,5,0
689,1,23060,0,resnet152,3,0
690,1,23064,0,resnet152,4,0
691,1,23070,0,resnet152,3,0
692,1,23074,0,resnet152,8,0
693,1,23084,0,resnet152,6,0
694,1,23091,0,resnet152,3,0
695,1,23096,0,resnet152,7,0
696,1,23104,0,resnet152,8,0
697,1,23113,0,resnet152,3,0
698,1,23117,0,resnet152,4,0
699,1,23122,0,resnet152,3,0
700,1,23126,0,resnet152,4,0
701,1,23131,0,resnet152,3,0
702,1,23135,0,resnet152,3,0
703,1,23140,0,resnet152,12,0
704,1,23153,0,resnet152,3,0
705,1,23157,0,resnet152,4,0
706,1,23162,0,resnet152,3,0
707,1,23166,0,resnet152,3,0
708,1,23170,0,resnet152,4,0
709,1,23175,0,resnet152,3,0
710,1,23179,0,resnet152,4,0
711,1,23184,0,resnet152,3,0
712,1,23191,0,resnet152,4,0
713,1,23196,0,resnet152,3,0
714,1,23200,0,resnet152,15,0
715,1,23216,0,resnet152,7,0
716,1,23225,0,resnet152,7,0
717,1,23234,0,resnet152,6,0
718,1,23242,0,resnet152,3,0
719,1,23246,0,resnet152,3,0
720,1,23250,0,resnet152,3,0
721,1,23259,0,resnet152,3,0
722,1,23263,0,resnet152,7,0
723,1,23273,0,resnet152,3,0
724,1,23277,0,resnet152,3,0
725,1,23281,0,resnet152,3,0
726,1,23286,0,resnet152,3,0
727,1,23290,0,resnet152,4,0
728,1,23295,0,resnet152,3,0
729,1,23304,0,inception3,6,0
730,1,23312,0,inception3,8,0
731,1,23324,0,inception4,4,0
732,1,23329,0,inception4,3,0
733,1,23333,0,inception4,6,0
734,1,23341,0,inception4,7,0
735,1,23349,0,inception4,4,0
736,1,23354,0,inception4,3,0
737,1,23358,0,inception4,4,0
738,1,23363,0,resnet101,3,0
739,1,23367,0,resnet101,3,0
740,1,23372,0,resnet101,6,0
741,1,23380,0,resnet101,4,0
742,1,23392,0,resnet101,8,0
743,1,23401,0,resnet50,3,0
744,1,23406,0,resnet50,3,0
745,1,23410,0,resnet50,3,0
746,1,23414,0,resnet50,4,0
