job_id,num_gpu,submit_time,iterations,model_name,duration,interval
504,1,20770,0,resnet101,3,0
505,1,20775,0,resnet101,3,0
506,1,20779,0,resnet101,2,0
507,1,20781,0,resnet101,2,0
508,1,20784,0,resnet101,2,0
509,1,20786,0,resnet101,2,0
510,1,20788,0,resnet101,2,0
511,1,20792,0,resnet101,3,0
512,1,20797,0,resnet101,4,0
513,1,20801,0,resnet101,2,0
514,1,20803,0,resnet101,2,0
515,1,20806,0,resnet101,3,0
516,1,20810,0,resnet101,2,0
517,1,20813,0,resnet101,2,0
518,1,20815,0,resnet101,2,0
519,1,20817,0,resnet101,2,0
520,1,20823,0,resnet101,3,0
521,1,20826,0,resnet101,2,0
522,1,20828,0,resnet101,2,0
523,1,20835,0,resnet101,3,0
524,1,20838,0,resnet101,2,0
525,1,20840,0,resnet101,2,0
526,1,20844,0,resnet101,2,0
527,1,20847,0,resnet101,2,0
528,1,20849,0,resnet101,2,0
529,1,20852,0,resnet101,2,0
530,1,20856,0,resnet101,2,0
531,1,20859,0,resnet101,4,0
532,1,20863,0,resnet101,2,0
533,1,20865,0,resnet101,2,0
534,1,20872,0,resnet101,4,0
535,1,20881,0,resnet101,2,0
536,1,20886,0,resnet101,2,0
537,1,20888,0,resnet101,2,0
538,1,20890,0,resnet101,2,0
539,1,20894,0,resnet101,3,0
540,1,20898,0,resnet101,2,0
541,1,20902,0,resnet101,2,0
542,1,20906,0,resnet101,3,0
543,1,20911,0,resnet101,2,0
544,1,20915,0,resnet101,2,0
545,1,20918,0,resnet101,2,0
546,1,20923,0,resnet101,2,0
547,1,20927,0,resnet101,2,0
548,1,20929,0,resnet101,2,0
549,1,20931,0,resnet101,3,0
550,1,20936,0,resnet101,2,0
551,1,20940,0,resnet101,3,0
552,1,20945,0,resnet101,2,0
553,1,20949,0,resnet101,2,0
554,1,20954,0,resnet101,2,0
555,1,20957,0,resnet101,3,0
556,1,20960,0,vgg19,2,0
557,1,20962,0,vgg19,2,0
558,1,20964,0,vgg19,2,0
559,1,20968,0,vgg19,4,0
560,1,20974,0,vgg19,2,0
561,1,20979,0,vgg19,2,0
562,1,20983,0,vgg19,2,0
563,1,20987,0,vgg19,3,0
564,1,20991,0,vgg19,2,0
565,1,20996,0,vgg19,3,0
566,1,21001,0,vgg19,2,0
567,1,21005,0,vgg11,2,0
568,1,21010,0,vgg11,2,0
569,1,21014,0,resnet50,2,0
570,1,21018,0,resnet50,3,0
571,1,21023,0,resnet50,2,0
572,1,21025,0,resnet50,2,0
573,1,21027,0,resnet50,4,0
574,1,21033,0,resnet50,2,0
575,1,21038,0,resnet101,2,0
576,1,21042,0,resnet101,2,0
577,1,21046,0,resnet101,3,0
578,1,21049,0,vgg19,4,0
579,1,21054,0,vgg19,3,0
